Municipalities,Year,allAges,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,av_Income
Allerød,1996,0.297847375784106,0.049641229297351,0.0586669073514148,0.0315898731892233,0.0631797463784467,0.0586669073514148,0.0361027122162552,0,144199
Allerød,1997,0.28988092583508,0.0490567720643982,0.0445970655130892,0.0535164786157071,0.057976185167016,0.0490567720643982,0.0312179458591625,0.00445970655130892,153380
Allerød,1998,0.291249282908963,0.0397158113057676,0.0397158113057676,0.0441286792286307,0.0706058867658091,0.066193018842946,0.0308900754600415,0,161577
Allerød,1999,0.226965213216359,0.00436471563877613,0.0305530094714329,0.0261882938326568,0.0611060189428659,0.0698354502204181,0.0261882938326568,0,166095
Allerød,2000,0.244083162620407,0.0435862790393584,0.0392276511354226,0.00435862790393584,0.0697380464629735,0.0610207906551018,0.0217931395196792,0,173626
Allerød,2001,0.229645998526799,0.0259976602105811,0.0346635469474414,0.0389964903158716,0.0476623770527319,0.0563282637895923,0.0216647168421509,0.00433294336843017,180425
Allerød,2002,0.22973558734287,0.0216731686172518,0.00433463372345037,0.00433463372345037,0.0476809709579541,0.0996965756393585,0.0260078023407022,0,184412
Allerød,2003,0.196799863095747,0.0213912894669291,0.00427825789338581,0.0256695473603149,0.0427825789338581,0.0641738684007872,0.0256695473603149,0,195483
Allerød,2004,0.209178228388474,0.0597652081109925,0.00426894343649947,0.0341515474919957,0.0384204909284952,0.0256136606189968,0.0384204909284952,0,206902
Allerød,2005,0.247250404979112,0.0298405661181686,0.0341035041350499,0.00426293801688123,0.0852587603376247,0.055418194219456,0.00426293801688123,0.00426293801688123,217789
Allerød,2006,0.174482934717848,0.0212784066729083,0.0212784066729083,0.00425568133458167,0.0297897693420717,0.063835220018725,0.02553408800749,0,223367
Allerød,2007,0.220254987504765,0.042356728366301,0.0296497098564107,0.0042356728366301,0.042356728366301,0.0804777838959719,0.0042356728366301,0.0042356728366301,228249
Allerød,2008,0.183033243945005,0.0425658706848849,0.0340526965479079,0.00425658706848849,0.0468224577533733,0.0212829353424424,0.0212829353424424,0.00425658706848849,222414
Allerød,2009,0.193106922463373,0.0419797657529071,0.00419797657529071,0.0209898828764535,0.0377817891776164,0.0545736954787792,0.0251878594517443,0.00419797657529071,224741
Allerød,2010,0.186807256424094,0.0498152683797584,0.00415127236497987,0.0290589065548591,0.0373614512848188,0.0332101789198389,0.0249076341898792,0,251802
Allerød,2011,0.228253652058433,0.0456507304116866,0.0332005312084993,0.0332005312084993,0.0581009296148738,0.0290504648074369,0.0290504648074369,0,261760
Allerød,2012,0.22459759597388,0.0415921474025704,0.0540697916233415,0.00415921474025704,0.0291145031817993,0.0665474358441126,0.00415921474025704,0,266595
Allerød,2013,0.22016366884061,0.0249241889253521,0.0623104723133801,0.0207701574377934,0.0207701574377934,0.0540024093382628,0.0332322519004694,0.00415403148755868,273294
Allerød,2014,0.140641158221303,0.00413650465356774,0.00413650465356774,0.0206825232678387,0.00413650465356774,0.0248190279214064,0.0455015511892451,0.00413650465356774,280848
Allerød,2015,0.14747449920118,0.0286755970668961,0.0327721109335955,0.00409651386669944,0.0286755970668961,0.0245790832001966,0.00409651386669944,0.00409651386669944,288485
